assignment_id,experiment_id,user_id,variant,assignment_timestamp
1829,3,470,control,2025-08-21 00:00:00
1830,1,419,treatment,2026-01-13 00:00:00
1831,3,709,control,2025-08-22 00:00:00
1832,1,837,treatment,2026-01-22 00:00:00
1833,3,688,control,2025-08-28 00:00:00
1834,2,1336,treatment,2026-04-18 00:00:00
1835,1,726,control,2025-07-12 00:00:00
1836,1,1651,treatment,2026-06-10 00:00:00
1837,3,1051,control,2025-08-22 00:00:00
1838,2,134,control,2025-12-06 00:00:00
1839,2,172,control,2025-11-21 00:00:00
1840,1,831,control,2026-05-19 00:00:00
1841,3,1385,treatment,2025-12-05 00:00:00
1842,1,546,control,2025-09-01 00:00:00
1843,3,1690,control,2026-05-24 00:00:00
1844,3,480,control,2026-04-18 00:00:00
1845,2,137,control,2025-06-25 00:00:00
1846,2,800,control,2026-06-15 00:00:00
1847,1,1430,treatment,2026-04-17 00:00:00
1848,1,8,treatment,2025-06-25 00:00:00
1849,3,1657,treatment,2026-02-02 00:00:00
1850,2,930,control,2025-10-16 00:00:00
1851,3,1127,treatment,2025-08-25 00:00:00
1852,2,99,treatment,2025-09-16 00:00:00
1853,1,329,control,2026-05-11 00:00:00
1854,3,1429,treatment,2025-11-22 00:00:00
1855,2,1393,treatment,2025-10-04 00:00:00
1856,3,1770,treatment,2025-08-27 00:00:00
1857,1,1601,control,2025-10-29 00:00:00
1858,1,1332,treatment,2026-02-23 00:00:00
1859,2,1742,treatment,2025-11-01 00:00:00
1860,1,1490,control,2025-04-30 00:00:00
1861,1,1014,treatment,2026-05-27 00:00:00
1862,3,1754,treatment,2025-12-18 00:00:00
1863,3,341,treatment,2025-09-12 00:00:00
1864,1,1078,control,2026-07-10 00:00:00
1865,1,668,control,2025-07-03 00:00:00
1866,2,12,control,2025-07-02 00:00:00
1867,3,377,treatment,2026-05-04 00:00:00
1868,2,698,treatment,2026-06-10 00:00:00
1869,1,285,control,2025-08-05 00:00:00
1870,2,1582,treatment,2026-04-12 00:00:00
1871,2,356,control,2026-03-01 00:00:00
1872,1,1005,treatment,2026-01-25 00:00:00
1873,1,276,control,2025-11-22 00:00:00
1874,3,1544,control,2025-10-01 00:00:00
1875,1,1605,control,2025-08-02 00:00:00
1876,2,834,treatment,2025-12-28 00:00:00
1877,2,809,treatment,2025-06-29 00:00:00
1878,2,1462,treatment,2025-06-26 00:00:00
1879,1,220,control,2026-04-13 00:00:00
1880,2,1668,treatment,2026-01-03 00:00:00
1881,2,1255,control,2026-03-15 00:00:00
1882,2,228,control,2025-08-26 00:00:00
1883,1,1195,treatment,2026-09-02 00:00:00
1884,1,734,treatment,2026-02-08 00:00:00
1885,3,1658,control,2025-09-19 00:00:00
1886,1,1700,control,2025-10-19 00:00:00
1887,2,1221,control,2025-08-10 00:00:00
1888,1,97,control,2025-07-20 00:00:00
1889,1,1105,treatment,2026-06-16 00:00:00
1890,3,672,treatment,2026-07-29 00:00:00
1891,1,1493,treatment,2026-03-19 00:00:00
1892,2,734,control,2026-02-03 00:00:00
1893,3,1216,control,2025-08-16 00:00:00
1894,3,1793,control,2026-02-16 00:00:00
1895,3,1463,control,2025-08-27 00:00:00
1896,1,583,control,2026-07-01 00:00:00
1897,2,593,control,2026-02-13 00:00:00
1898,3,633,treatment,2026-03-13 00:00:00
1899,1,1470,treatment,2026-06-02 00:00:00
1900,2,244,treatment,2025-06-27 00:00:00
1901,1,222,treatment,2026-04-22 00:00:00
1902,1,586,control,2025-09-27 00:00:00
1903,1,759,control,2026-07-02 00:00:00
1904,1,931,control,2026-04-19 00:00:00
1905,3,178,control,2025-11-23 00:00:00
1906,3,575,treatment,2026-08-23 00:00:00
1907,2,634,treatment,2026-05-27 00:00:00
1908,3,1484,treatment,2026-04-20 00:00:00
1909,1,262,control,2026-01-23 00:00:00
1910,1,312,treatment,2025-07-14 00:00:00
1911,3,1189,treatment,2026-06-06 00:00:00
1912,2,134,treatment,2025-12-04 00:00:00
1913,1,1736,treatment,2025-04-25 00:00:00
1914,2,130,control,2025-07-03 00:00:00
1915,3,293,treatment,2026-03-08 00:00:00
1916,1,1625,control,2025-11-30 00:00:00
1917,3,700,control,2025-08-18 00:00:00
1918,3,139,treatment,2026-08-11 00:00:00
1919,2,1440,treatment,2025-06-27 00:00:00
1920,1,368,treatment,2025-12-18 00:00:00
1921,3,1533,control,2026-03-04 00:00:00
1922,3,749,treatment,2025-12-18 00:00:00
1923,1,433,treatment,2026-07-07 00:00:00
1924,2,608,control,2026-03-24 00:00:00
1925,1,1360,treatment,2025-10-07 00:00:00
1926,2,1705,treatment,2026-03-23 00:00:00
1927,3,1006,control,2026-08-22 00:00:00
1928,3,1376,treatment,2026-04-10 00:00:00
1929,3,1677,treatment,2025-08-14 00:00:00
1930,3,369,control,2025-09-02 00:00:00
1931,1,496,treatment,2025-05-06 00:00:00
1932,2,542,control,2025-06-21 00:00:00
1933,2,851,control,2026-05-13 00:00:00
1934,2,611,treatment,2025-12-28 00:00:00
1935,3,598,control,2025-11-28 00:00:00
1936,1,533,control,2025-12-13 00:00:00
1937,1,1668,control,2025-12-29 00:00:00
1938,2,345,treatment,2026-07-21 00:00:00
1939,1,1020,control,2026-01-05 00:00:00
1940,1,557,control,2025-09-16 00:00:00
1941,1,33,treatment,2025-07-04 00:00:00
1942,1,485,treatment,2026-05-13 00:00:00
1943,1,117,control,2026-08-27 00:00:00
1944,3,1415,control,2026-06-29 00:00:00
1945,3,916,treatment,2026-07-12 00:00:00
1946,2,1711,control,2026-02-07 00:00:00
1947,1,390,control,2025-07-24 00:00:00
1948,3,1210,control,2026-02-05 00:00:00
1949,3,1606,control,2025-08-29 00:00:00
1950,2,1454,control,2026-01-26 00:00:00
1951,2,1566,control,2026-08-26 00:00:00
1952,1,1605,control,2025-07-23 00:00:00
1953,2,234,treatment,2026-02-09 00:00:00
1954,3,289,treatment,2025-09-09 00:00:00
1955,1,1528,treatment,2026-04-03 00:00:00
1956,2,1007,control,2025-07-25 00:00:00
1957,3,1393,treatment,2025-10-04 00:00:00
1958,2,609,treatment,2025-12-09 00:00:00
1959,2,1133,control,2025-06-19 00:00:00
1960,3,425,control,2025-11-05 00:00:00
1961,1,1749,control,2026-01-10 00:00:00
1962,2,879,control,2026-04-23 00:00:00
1963,3,1561,treatment,2026-01-03 00:00:00
1964,2,440,control,2025-08-16 00:00:00
1965,2,192,treatment,2026-05-21 00:00:00
1966,1,20,control,2026-07-05 00:00:00
1967,2,269,control,2025-06-15 00:00:00
1968,3,1261,treatment,2025-08-14 00:00:00
1969,2,1046,treatment,2025-10-27 00:00:00
1970,2,1336,control,2026-04-27 00:00:00
1971,3,1425,control,2025-08-24 00:00:00
1972,2,466,control,2026-08-13 00:00:00
1973,1,786,treatment,2025-04-29 00:00:00
1974,3,368,treatment,2025-12-24 00:00:00
1975,2,1173,control,2026-04-14 00:00:00
1976,1,1712,treatment,2025-12-05 00:00:00
1977,2,401,treatment,2026-04-16 00:00:00
1978,2,472,treatment,2025-11-16 00:00:00
1979,2,57,treatment,2026-04-01 00:00:00
1980,3,1518,treatment,2026-07-24 00:00:00
1981,3,984,control,2025-12-14 00:00:00
1982,2,44,control,2025-10-16 00:00:00
1983,1,148,treatment,2025-10-17 00:00:00
1984,3,41,treatment,2025-08-25 00:00:00
1985,2,1635,control,2026-04-28 00:00:00
1986,1,1761,treatment,2025-10-18 00:00:00
1987,2,95,treatment,2025-06-24 00:00:00
1988,2,1188,control,2026-06-16 00:00:00
1989,2,644,treatment,2026-02-23 00:00:00
1990,1,968,treatment,2026-01-08 00:00:00
1991,3,606,treatment,2026-08-10 00:00:00
1992,3,232,control,2025-08-18 00:00:00
1993,2,220,control,2026-04-15 00:00:00
1994,1,460,treatment,2026-08-04 00:00:00
1995,1,976,treatment,2025-06-21 00:00:00
1996,1,696,control,2026-06-24 00:00:00
1997,2,1376,control,2026-04-12 00:00:00
1998,3,1361,control,2025-11-03 00:00:00
1999,2,900,treatment,2026-04-12 00:00:00
2000,1,1755,control,2026-04-10 00:00:00
2001,1,481,treatment,2025-08-30 00:00:00
2002,2,1126,control,2025-07-06 00:00:00
2003,3,1301,treatment,2026-08-21 00:00:00
2004,3,1303,control,2026-07-12 00:00:00
2005,3,116,treatment,2025-12-20 00:00:00
2006,3,105,treatment,2025-12-03 00:00:00
2007,3,940,treatment,2026-05-13 00:00:00
2008,2,694,control,2026-04-28 00:00:00
2009,2,1343,treatment,2026-03-24 00:00:00
2010,2,1737,treatment,2025-06-19 00:00:00
2011,3,150,treatment,2026-04-29 00:00:00
2012,3,1799,control,2026-08-30 00:00:00
2013,3,1099,treatment,2025-12-28 00:00:00
2014,3,1491,treatment,2026-03-24 00:00:00
2015,1,907,control,2025-09-20 00:00:00
2016,1,439,treatment,2025-11-27 00:00:00
2017,1,277,treatment,2026-04-03 00:00:00
2018,2,621,treatment,2026-07-29 00:00:00
2019,2,1441,treatment,2026-01-06 00:00:00
2020,3,1756,treatment,2026-05-20 00:00:00
2021,3,351,control,2025-11-10 00:00:00
2022,3,591,control,2026-06-19 00:00:00
2023,1,1201,control,2026-07-28 00:00:00
2024,1,1515,treatment,2026-02-14 00:00:00
2025,1,1763,control,2026-01-18 00:00:00
2026,1,870,treatment,2026-05-20 00:00:00
2027,1,1371,control,2026-08-26 00:00:00
2028,1,307,control,2025-12-24 00:00:00
2029,1,1316,treatment,2026-08-30 00:00:00
2030,1,648,control,2025-10-28 00:00:00
2031,2,103,treatment,2026-04-19 00:00:00
2032,2,1280,treatment,2026-02-10 00:00:00
2033,2,596,control,2026-01-07 00:00:00
2034,3,1312,control,2026-06-21 00:00:00
2035,1,579,control,2026-08-01 00:00:00
2036,2,1582,control,2026-04-17 00:00:00
2037,3,589,control,2026-08-11 00:00:00
2038,1,1420,treatment,2025-11-03 00:00:00
2039,3,730,control,2025-08-27 00:00:00
2040,3,661,treatment,2025-08-22 00:00:00
2041,3,326,treatment,2025-12-10 00:00:00
2042,2,1141,control,2026-01-30 00:00:00
2043,3,1345,control,2026-04-25 00:00:00
2044,2,1363,treatment,2026-08-09 00:00:00
2045,1,1352,control,2026-09-06 00:00:00
2046,3,963,control,2025-09-18 00:00:00
2047,2,868,treatment,2025-06-20 00:00:00
2048,2,1349,treatment,2026-04-22 00:00:00
2049,3,1794,treatment,2025-09-04 00:00:00
2050,3,739,control,2026-01-29 00:00:00
2051,3,838,treatment,2026-08-14 00:00:00
2052,2,188,control,2026-07-20 00:00:00
2053,1,600,treatment,2026-04-14 00:00:00
2054,2,800,treatment,2026-06-08 00:00:00
2055,3,817,control,2026-09-04 00:00:00
2056,1,129,treatment,2026-08-09 00:00:00
2057,3,1308,control,2026-07-31 00:00:00
2058,1,1085,control,2025-04-21 00:00:00
2059,1,879,control,2026-04-11 00:00:00
2060,3,771,treatment,2025-09-16 00:00:00
2061,3,102,control,2026-04-17 00:00:00
2062,3,1039,treatment,2025-08-28 00:00:00
2063,3,1644,treatment,2026-07-04 00:00:00
2064,3,1070,control,2026-09-07 00:00:00
2065,3,627,treatment,2025-11-05 00:00:00
2066,2,639,control,2026-02-01 00:00:00
2067,1,146,treatment,2026-06-11 00:00:00
2068,1,977,treatment,2025-08-14 00:00:00
2069,2,1009,treatment,2025-11-29 00:00:00
2070,1,1413,treatment,2025-09-06 00:00:00
2071,1,1345,treatment,2026-04-28 00:00:00
2072,3,1180,control,2026-02-21 00:00:00
2073,1,1670,control,2026-01-25 00:00:00
2074,1,351,treatment,2025-11-22 00:00:00
2075,2,141,control,2025-07-29 00:00:00
2076,1,1491,treatment,2026-03-26 00:00:00
2077,1,828,treatment,2025-08-06 00:00:00
2078,1,1749,control,2026-01-06 00:00:00
2079,1,986,treatment,2026-07-05 00:00:00
2080,2,1096,control,2025-08-27 00:00:00
2081,3,908,control,2025-08-16 00:00:00
2082,2,960,control,2026-01-30 00:00:00
2083,2,728,treatment,2025-09-02 00:00:00
2084,3,52,treatment,2026-04-27 00:00:00
2085,1,1787,treatment,2026-09-03 00:00:00
2086,3,1544,control,2025-10-05 00:00:00
2087,1,679,control,2025-07-17 00:00:00
2088,2,1625,treatment,2025-11-28 00:00:00
2089,3,183,control,2025-09-02 00:00:00
2090,3,1451,treatment,2025-08-30 00:00:00
2091,1,338,treatment,2026-05-15 00:00:00
2092,3,917,treatment,2025-12-12 00:00:00
2093,3,814,treatment,2025-09-09 00:00:00
2094,3,303,treatment,2025-08-22 00:00:00
2095,1,566,treatment,2025-11-26 00:00:00
2096,2,1414,control,2025-12-28 00:00:00
2097,1,1261,treatment,2025-07-16 00:00:00
2098,3,81,control,2026-05-15 00:00:00
2099,1,1409,treatment,2026-09-07 00:00:00
2100,1,1251,treatment,2026-09-06 00:00:00
2101,1,1796,treatment,2026-01-29 00:00:00
2102,1,1741,treatment,2025-12-01 00:00:00
2103,3,1687,control,2026-01-31 00:00:00
2104,3,859,treatment,2025-08-31 00:00:00
2105,3,1580,control,2026-07-02 00:00:00
2106,3,555,control,2025-09-08 00:00:00
2107,1,521,treatment,2025-09-19 00:00:00
2108,2,1785,treatment,2026-02-28 00:00:00
2109,1,1253,treatment,2026-04-28 00:00:00
2110,3,291,control,2026-01-06 00:00:00
2111,2,339,treatment,2025-11-29 00:00:00
2112,1,512,treatment,2026-07-20 00:00:00
2113,3,1485,treatment,2026-07-12 00:00:00
2114,2,1524,treatment,2025-06-26 00:00:00
2115,1,920,control,2026-01-25 00:00:00
2116,3,1051,control,2025-08-26 00:00:00
2117,3,1541,treatment,2026-05-25 00:00:00
2118,3,476,treatment,2025-08-14 00:00:00
2119,3,810,control,2025-11-14 00:00:00
2120,1,1601,control,2025-10-30 00:00:00
2121,2,647,control,2025-10-04 00:00:00
2122,3,173,treatment,2026-01-11 00:00:00
2123,3,701,control,2025-08-20 00:00:00
2124,2,1066,control,2025-12-27 00:00:00
2125,3,728,control,2025-08-29 00:00:00
2126,1,1027,control,2026-04-06 00:00:00
2127,3,3,control,2026-01-01 00:00:00
2128,2,545,treatment,2025-06-28 00:00:00
2129,2,338,control,2026-05-26 00:00:00
2130,1,1112,treatment,2026-06-02 00:00:00
2131,1,950,control,2025-11-29 00:00:00
2132,1,1737,control,2025-06-26 00:00:00
2133,1,1137,control,2026-03-30 00:00:00
2134,2,1362,treatment,2026-03-05 00:00:00
2135,3,203,treatment,2026-07-07 00:00:00
2136,2,520,treatment,2026-07-18 00:00:00
2137,2,158,control,2025-07-01 00:00:00
2138,1,632,treatment,2026-07-24 00:00:00
2139,3,1439,control,2025-08-31 00:00:00
2140,3,1612,treatment,2026-02-20 00:00:00
2141,1,1045,control,2025-06-08 00:00:00
2142,2,254,control,2026-02-13 00:00:00
2143,2,367,control,2025-09-17 00:00:00
2144,2,68,control,2025-11-02 00:00:00
2145,1,1627,treatment,2025-05-02 00:00:00
2146,2,247,treatment,2026-05-16 00:00:00
2147,2,242,control,2025-06-15 00:00:00
2148,1,564,control,2025-10-10 00:00:00
2149,3,1385,treatment,2025-11-23 00:00:00
2150,1,504,treatment,2026-01-06 00:00:00
2151,3,848,control,2025-12-01 00:00:00
2152,2,856,treatment,2026-04-29 00:00:00
2153,2,1174,control,2026-05-22 00:00:00
2154,3,845,treatment,2026-07-03 00:00:00
2155,3,1796,treatment,2026-01-27 00:00:00
2156,2,245,treatment,2025-06-30 00:00:00
2157,1,1261,treatment,2025-07-15 00:00:00
2158,2,1777,treatment,2025-10-14 00:00:00
2159,1,1647,treatment,2026-03-11 00:00:00
2160,3,1231,control,2026-07-05 00:00:00
2161,2,145,treatment,2025-12-23 00:00:00
2162,2,1517,control,2026-05-06 00:00:00
2163,3,1012,control,2026-06-26 00:00:00
2164,1,114,control,2026-07-13 00:00:00
2165,2,1574,treatment,2025-12-01 00:00:00
2166,1,1710,treatment,2025-07-19 00:00:00
2167,2,592,control,2026-01-02 00:00:00
2168,3,146,treatment,2026-06-05 00:00:00
2169,1,1619,control,2026-04-01 00:00:00
2170,1,715,control,2026-01-16 00:00:00
2171,2,138,control,2025-06-23 00:00:00
2172,1,842,control,2026-03-17 00:00:00
2173,2,1750,treatment,2025-06-28 00:00:00
2174,2,1092,control,2026-06-30 00:00:00
2175,1,19,treatment,2025-10-30 00:00:00
2176,2,203,treatment,2026-07-03 00:00:00
2177,3,74,control,2026-05-16 00:00:00
2178,2,1424,control,2026-05-21 00:00:00
2179,1,1170,control,2025-04-26 00:00:00
2180,2,1631,control,2025-08-12 00:00:00
2181,3,1033,treatment,2025-12-27 00:00:00
2182,2,834,treatment,2025-12-25 00:00:00
2183,3,1441,control,2026-01-20 00:00:00
2184,1,1009,treatment,2025-11-18 00:00:00
2185,1,1504,treatment,2025-10-07 00:00:00
2186,2,805,control,2025-09-06 00:00:00
2187,1,795,control,2025-05-14 00:00:00
2188,3,1404,treatment,2025-12-09 00:00:00
2189,1,1717,control,2025-11-26 00:00:00
2190,1,165,treatment,2025-06-03 00:00:00
2191,1,1488,control,2026-04-11 00:00:00
2192,3,519,treatment,2025-08-18 00:00:00
2193,2,787,control,2026-07-10 00:00:00
2194,3,187,control,2026-05-11 00:00:00
2195,1,1087,treatment,2026-07-30 00:00:00
2196,2,1772,control,2026-05-05 00:00:00
2197,3,1091,treatment,2026-08-03 00:00:00
2198,2,1147,treatment,2026-08-03 00:00:00
2199,1,1749,control,2026-01-07 00:00:00
2200,1,1784,treatment,2025-08-15 00:00:00
2201,3,1401,control,2025-08-29 00:00:00
2202,3,868,control,2025-08-24 00:00:00
2203,1,1719,control,2025-07-12 00:00:00
2204,1,524,treatment,2026-04-09 00:00:00
2205,2,655,control,2026-01-23 00:00:00
2206,2,853,treatment,2026-02-15 00:00:00
2207,2,1584,control,2025-06-17 00:00:00
2208,1,580,control,2025-07-20 00:00:00
2209,1,377,control,2026-04-28 00:00:00
2210,3,785,treatment,2026-09-08 00:00:00
2211,3,1439,treatment,2025-08-23 00:00:00
2212,2,362,treatment,2026-05-18 00:00:00
2213,1,250,control,2025-04-29 00:00:00
2214,3,1326,treatment,2026-04-06 00:00:00
2215,3,996,control,2025-11-12 00:00:00
2216,1,897,control,2025-05-16 00:00:00
2217,2,1193,control,2026-01-01 00:00:00
2218,2,1012,treatment,2026-07-07 00:00:00
2219,2,488,treatment,2026-05-23 00:00:00
2220,3,1080,treatment,2025-11-09 00:00:00
2221,1,1763,control,2026-01-10 00:00:00
2222,2,238,treatment,2026-09-02 00:00:00
2223,3,246,treatment,2025-11-22 00:00:00
2224,2,585,control,2026-06-08 00:00:00
2225,3,1681,control,2025-12-17 00:00:00
2226,1,568,control,2026-01-23 00:00:00
2227,2,609,control,2025-12-06 00:00:00
2228,3,1621,control,2025-11-14 00:00:00
2229,1,271,treatment,2026-09-02 00:00:00
2230,1,302,treatment,2025-12-31 00:00:00
2231,2,1229,control,2026-06-23 00:00:00
2232,2,957,treatment,2026-04-02 00:00:00
2233,1,1355,control,2026-08-20 00:00:00
2234,2,1796,treatment,2026-01-20 00:00:00
2235,3,1506,control,2025-08-20 00:00:00
2236,3,806,control,2026-02-15 00:00:00
2237,2,1690,treatment,2026-05-18 00:00:00
2238,3,175,control,2025-10-28 00:00:00
2239,1,1554,control,2025-09-17 00:00:00
2240,1,60,treatment,2025-12-30 00:00:00
2241,1,1763,treatment,2026-01-26 00:00:00
2242,2,1098,treatment,2025-08-08 00:00:00
2243,2,1359,control,2026-01-27 00:00:00
2244,3,1797,control,2026-03-01 00:00:00
2245,2,459,treatment,2025-08-29 00:00:00
2246,1,319,treatment,2025-07-27 00:00:00
2247,2,315,control,2025-06-15 00:00:00
2248,1,708,control,2025-09-21 00:00:00
2249,1,1093,control,2025-06-14 00:00:00
2250,2,1495,treatment,2025-07-03 00:00:00
2251,2,1499,treatment,2026-03-31 00:00:00
2252,2,1357,control,2025-06-30 00:00:00
2253,1,1495,control,2025-07-16 00:00:00
2254,2,586,control,2025-09-16 00:00:00
2255,3,633,treatment,2026-03-14 00:00:00
2256,2,471,control,2026-01-17 00:00:00
2257,2,92,treatment,2025-08-19 00:00:00
2258,3,1209,control,2025-10-28 00:00:00
2259,2,1705,control,2026-03-20 00:00:00
2260,3,1507,control,2026-07-04 00:00:00
2261,1,751,treatment,2025-06-24 00:00:00
2262,2,689,control,2025-12-05 00:00:00
2263,3,400,treatment,2026-06-09 00:00:00
2264,3,248,treatment,2025-08-29 00:00:00
2265,1,259,control,2025-12-25 00:00:00
2266,1,1281,treatment,2025-08-21 00:00:00
2267,1,141,control,2025-08-04 00:00:00
2268,3,726,control,2025-08-18 00:00:00
2269,1,739,control,2026-01-30 00:00:00
2270,2,905,treatment,2025-09-17 00:00:00
2271,2,313,control,2025-07-01 00:00:00
2272,1,1151,control,2026-04-02 00:00:00
2273,1,1371,control,2026-08-18 00:00:00
2274,1,220,treatment,2026-04-27 00:00:00
2275,3,360,control,2026-03-17 00:00:00
2276,2,223,treatment,2025-12-20 00:00:00
2277,2,535,control,2026-07-17 00:00:00
2278,1,347,treatment,2025-10-13 00:00:00
2279,2,1444,treatment,2026-07-25 00:00:00
2280,3,182,control,2025-08-22 00:00:00
2281,1,77,control,2025-10-24 00:00:00
2282,3,113,control,2025-08-31 00:00:00
2283,1,1017,treatment,2025-07-02 00:00:00
2284,2,80,control,2026-08-17 00:00:00
2285,2,749,treatment,2025-12-14 00:00:00
2286,1,487,treatment,2026-07-23 00:00:00
2287,3,512,treatment,2026-07-24 00:00:00
2288,1,1659,treatment,2025-09-03 00:00:00
2289,2,224,treatment,2026-06-28 00:00:00
2290,3,86,control,2025-11-26 00:00:00
2291,1,1016,control,2026-05-21 00:00:00
2292,2,566,treatment,2025-12-08 00:00:00
2293,2,61,treatment,2025-06-16 00:00:00
2294,3,188,treatment,2026-07-22 00:00:00
2295,1,383,control,2026-09-06 00:00:00
2296,1,1684,treatment,2025-04-29 00:00:00
2297,3,1335,control,2025-08-31 00:00:00
2298,1,1178,control,2026-04-04 00:00:00
2299,1,1013,control,2026-04-19 00:00:00
2300,1,313,treatment,2025-06-02 00:00:00
2301,3,512,treatment,2026-07-18 00:00:00
2302,3,1411,control,2026-01-04 00:00:00
2303,2,451,control,2026-07-12 00:00:00
2304,2,1445,treatment,2026-06-23 00:00:00
2305,1,406,control,2026-02-02 00:00:00
2306,3,1310,treatment,2025-08-21 00:00:00
2307,2,1692,control,2026-07-01 00:00:00
2308,2,66,treatment,2026-04-09 00:00:00
2309,2,987,treatment,2026-03-31 00:00:00
2310,3,380,control,2025-08-14 00:00:00
2311,1,81,control,2026-04-27 00:00:00
2312,2,459,control,2025-08-31 00:00:00
2313,2,648,control,2025-10-29 00:00:00
2314,1,1062,treatment,2025-12-02 00:00:00
2315,3,1098,treatment,2025-08-16 00:00:00
2316,2,967,treatment,2026-08-21 00:00:00
2317,1,1648,control,2025-07-27 00:00:00
2318,3,648,treatment,2025-11-06 00:00:00
2319,3,1074,treatment,2026-06-21 00:00:00
2320,3,1241,control,2026-03-04 00:00:00
2321,1,678,control,2026-08-03 00:00:00
2322,2,1322,treatment,2026-09-07 00:00:00
2323,2,127,control,2025-07-04 00:00:00
2324,1,155,treatment,2025-07-25 00:00:00
2325,1,1520,treatment,2025-05-06 00:00:00
2326,3,120,control,2025-09-02 00:00:00
2327,3,311,treatment,2025-09-03 00:00:00
2328,1,1221,treatment,2025-08-12 00:00:00
2329,3,831,control,2026-05-20 00:00:00
2330,3,839,treatment,2025-08-22 00:00:00
2331,3,1547,treatment,2025-08-26 00:00:00
2332,1,470,control,2025-06-07 00:00:00
2333,1,1511,treatment,2025-05-01 00:00:00
2334,2,412,treatment,2026-06-26 00:00:00
2335,3,221,treatment,2025-08-24 00:00:00
2336,3,1449,control,2025-12-17 00:00:00
2337,3,1128,control,2025-08-19 00:00:00
2338,1,1603,treatment,2026-08-04 00:00:00
2339,2,1625,treatment,2025-12-04 00:00:00
2340,2,480,control,2026-04-13 00:00:00
2341,1,341,control,2025-09-04 00:00:00
2342,2,113,treatment,2025-08-26 00:00:00
2343,2,345,treatment,2026-07-28 00:00:00
2344,3,1684,treatment,2025-08-28 00:00:00
2345,2,560,control,2025-06-30 00:00:00
2346,1,1305,treatment,2026-06-21 00:00:00
2347,2,545,treatment,2025-06-22 00:00:00
2348,2,1490,treatment,2025-07-01 00:00:00
2349,1,1578,control,2025-04-25 00:00:00
2350,1,1058,treatment,2025-05-01 00:00:00
2351,3,792,control,2026-03-30 00:00:00
2352,2,1471,control,2025-06-15 00:00:00
2353,1,578,control,2026-06-02 00:00:00
2354,2,145,treatment,2026-01-01 00:00:00
2355,2,1172,treatment,2025-10-29 00:00:00
2356,1,894,treatment,2025-04-29 00:00:00
2357,3,71,treatment,2025-11-18 00:00:00
2358,1,1552,control,2026-06-21 00:00:00
2359,2,649,treatment,2026-07-28 00:00:00
2360,3,1516,control,2026-09-04 00:00:00
2361,1,250,control,2025-05-10 00:00:00
2362,2,503,treatment,2025-11-08 00:00:00
2363,1,308,control,2025-09-18 00:00:00
2364,1,1361,treatment,2025-10-29 00:00:00
2365,2,903,control,2025-12-01 00:00:00
2366,3,292,control,2025-11-02 00:00:00
2367,1,1309,treatment,2026-08-12 00:00:00
2368,2,1769,control,2025-07-19 00:00:00
2369,1,855,control,2026-04-17 00:00:00
2370,3,45,treatment,2025-09-03 00:00:00
2371,1,607,treatment,2025-10-25 00:00:00
2372,1,442,control,2025-07-16 00:00:00
2373,1,1049,treatment,2026-03-02 00:00:00
2374,1,851,treatment,2026-05-18 00:00:00
2375,2,712,treatment,2026-05-17 00:00:00
2376,3,1603,treatment,2026-08-04 00:00:00
2377,3,1780,control,2026-08-12 00:00:00
2378,2,888,treatment,2026-06-08 00:00:00
2379,3,1479,control,2025-08-24 00:00:00
2380,3,1737,control,2025-08-22 00:00:00
2381,3,13,control,2025-11-11 00:00:00
2382,2,1139,treatment,2025-06-15 00:00:00
2383,3,83,treatment,2025-08-28 00:00:00
2384,2,668,treatment,2025-07-09 00:00:00
2385,1,1573,treatment,2025-06-08 00:00:00
2386,1,829,treatment,2025-05-29 00:00:00
2387,3,211,treatment,2025-12-04 00:00:00
2388,2,1090,treatment,2025-07-20 00:00:00
2389,3,1186,treatment,2025-09-02 00:00:00
2390,2,1105,treatment,2026-06-08 00:00:00
2391,3,733,control,2025-09-05 00:00:00
2392,2,150,treatment,2026-05-16 00:00:00
2393,1,631,treatment,2026-04-18 00:00:00
2394,3,1252,treatment,2025-08-29 00:00:00
2395,1,1661,treatment,2025-11-14 00:00:00
2396,2,307,control,2025-12-16 00:00:00
2397,3,564,treatment,2025-10-10 00:00:00
2398,1,398,treatment,2025-08-01 00:00:00
2399,1,374,control,2026-06-11 00:00:00
2400,1,1599,treatment,2025-12-26 00:00:00
2401,3,289,control,2025-09-12 00:00:00
2402,3,185,treatment,2026-03-19 00:00:00
2403,1,372,control,2026-03-10 00:00:00
2404,2,1762,treatment,2026-03-28 00:00:00
2405,2,524,treatment,2026-04-29 00:00:00
2406,1,1548,control,2025-06-10 00:00:00
2407,1,725,control,2026-06-13 00:00:00
2408,2,1760,control,2025-06-28 00:00:00
2409,1,151,control,2026-04-16 00:00:00
2410,3,1670,treatment,2026-02-10 00:00:00
2411,1,1452,control,2026-06-03 00:00:00
2412,2,1763,control,2026-01-15 00:00:00
2413,3,36,treatment,2026-01-01 00:00:00
2414,1,271,treatment,2026-08-31 00:00:00
2415,2,1443,treatment,2025-08-20 00:00:00
2416,1,313,treatment,2025-06-10 00:00:00
2417,1,833,control,2026-08-26 00:00:00
2418,3,277,control,2026-04-10 00:00:00
2419,1,1055,treatment,2025-12-01 00:00:00
2420,1,861,treatment,2026-08-17 00:00:00
2421,1,1006,treatment,2026-08-09 00:00:00
2422,3,1605,treatment,2025-08-17 00:00:00
2423,1,752,treatment,2025-11-14 00:00:00
